iid,gender,pid,match,int_corr,samerace,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,career,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,career_c
234,0,246,0,0.44,0,25,2,0,3,6,7,,,,5,5,2,22,Sociology and Education,3,George Mason University,6,1,5,Educational Policy,0,4,8,7,5,6,2,4,1,,2
234,0,247,0,-0.2,0,25,4,1,3,7,5,5,4,4,6,6,2,22,Sociology and Education,3,George Mason University,6,1,5,Educational Policy,0,3,7,9,2,9,,,1,0,2
234,0,248,0,0.23,1,27,6,0,5,7,8,6,7,3,7,4,2,22,Sociology and Education,3,George Mason University,6,1,5,Educational Policy,0,5,6,6,8,6,2,6,3,0,2
234,0,249,0,0.3,1,33,6,1,9,9,8,9,7,9,9,8,2,22,Sociology and Education,3,George Mason University,6,1,5,Educational Policy,0,4,8,7,8,9,8,7,5,0,2
234,0,250,0,0.66,1,25,6,0,5,10,6,7,7,4,5,6,2,22,Sociology and Education,3,George Mason University,6,1,5,Educational Policy,1,7,5,8,5,8,7,5,3,0,2
234,0,251,0,-0.12,1,33,6,0,8,8,8,6,9,,7,4,2,22,Sociology and Education,3,George Mason University,6,1,5,Educational Policy,1,5,8,7,4,,5,6,4,0,2
235,0,243,1,0.33,1,27,2,1,8,8,8,8,,,8,7,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,1,6,6,6,5,5,5,5,3,0,2
235,0,244,0,0.01,1,28,2,1,9,9,7,8,8,5,6,4,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,0,6,7,7,6,7,6,6,4,0,2
235,0,245,0,0.43,1,32,2,0,7,6,6,5,4,4,6,4,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,0,2,6,8,4,8,3,3,2,0,2
235,0,246,0,0.44,1,25,2,1,6,3,5,5,,4,4,3,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,0,3,7,5,4,4,4,3,2,0,2
235,0,247,0,-0.63,0,25,4,1,8,7,7,7,2,3,7,6,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,0,3,8,7,5,5,2,4,3,0,2
235,0,248,1,0.04,0,27,6,1,7,8,6,8,6,4,8,6,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,1,7,6,6,8,7,7,7,4,0,2
235,0,249,0,0.31,0,33,6,1,9,8,9,9,6,7,9,8,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,0,2,5,5,2,5,2,2,2,0,2
235,0,250,0,0.65,0,25,6,1,9,10,7,9,7,7,9,9,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,0,3,7,7,6,9,5,5,4,0,2
235,0,251,0,0.11,0,33,6,1,8,9,8,8,8,,8,8,2,23,elementary education,9,Holy Cross,2,3,1,elementary school teacher,0,5,9,8,7,8,5,5,6,0,2
236,0,243,0,0.06,0,27,2,0,6,8,8,5,,,6,5,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,1,6,7,8,6,7,5,7,7,0,2
236,0,244,0,0.07,0,28,2,0,4,6,7,2,2,1,4,2,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,1,7,7,7,9,9,9,8,8,0,2
236,0,245,0,0.19,0,32,2,1,9,7,8,6,6,5,8,2,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,0,4,6,9,3,9,5,7,7,0,2
236,0,246,0,0.26,0,25,2,0,2,3,,2,,4,4,3,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,0,4,7,5,5,7,7,6,6,0,2
236,0,247,0,-0.14,1,25,4,0,7,7,5,3,7,3,3,3,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,0,3,7,7,4,7,3,6,7,0,2
236,0,248,0,-0.03,0,27,6,0,6,6,9,6,7,4,6,4,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,1,7,5,6,8,9,6,7,7,0,2
236,0,249,0,0.47,0,33,6,0,9,9,9,6,7,5,7,6,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,0,4,7,7,5,9,4,5,6,0,2
236,0,250,0,0.39,0,25,6,0,3,8,5,4,4,4,4,6,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,1,7,6,7,6,7,8,7,8,0,2
236,0,251,0,0.39,0,33,6,0,4,8,7,3,8,,3,6,2,24,Biology,10,University of Pennsylvania,4,3,3,Research/Teaching,0,5,6,6,7,5,5,7,7,0,2
237,0,243,0,0.38,1,27,2,1,7,8,7,8,7,,7,6,2,34,American Studies,7,UCLA,2,10,1,WRITING,0,4,2,4,2,1,0,2,0,0,6
237,0,244,0,0.73,1,28,2,0,2,6,8,4,3,1,3,7,2,34,American Studies,7,UCLA,2,10,1,WRITING,1,7,8,6,6,7,5,6,6,,6
237,0,245,0,0.31,1,32,2,0,7,8,6,6,,,6,4,2,34,American Studies,7,UCLA,2,10,1,WRITING,1,6,8,9,8,10,,7,7,0,6
237,0,246,0,0.24,1,25,2,0,3,7,7,4,,5,5,3,2,34,American Studies,7,UCLA,2,10,1,WRITING,0,2,6,5,2,3,2,3,2,,6
237,0,247,0,0.27,0,25,4,1,5,6,8,5,6,3,6,6,2,34,American Studies,7,UCLA,2,10,1,WRITING,0,6,9,8,6,8,2,5,5,,6
237,0,248,0,0.15,0,27,6,0,6,7,7,6,6,3,6,4,2,34,American Studies,7,UCLA,2,10,1,WRITING,1,7,8,7,6,6,8,7,6,2,6
237,0,249,0,-0.09,0,33,6,0,6,9,8,7,8,6,2,6,2,34,American Studies,7,UCLA,2,10,1,WRITING,0,3,7,8,4,3,2,2,0,,6
237,0,250,1,0.6,0,25,6,1,6,10,8,7,7,6,6,9,2,34,American Studies,7,UCLA,2,10,1,WRITING,1,6,8,10,8,10,9,8,9,,6
237,0,251,0,0.14,0,33,6,0,6,8,8,6,,,6,6,2,34,American Studies,7,UCLA,2,10,1,WRITING,0,2,10,10,5,,,5,4,,6
238,0,243,0,0.28,1,27,2,0,6,7,6,5,8,,6,5,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,1,8,8,9,8,9,7,7,7,0,6
238,0,244,1,0.18,1,28,2,1,8,8,8,8,9,7,8,5,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,1,8,9,9,8,9,8,8,7,0,6
238,0,245,0,0.26,1,32,2,0,6,7,6,6,6,4,5,5,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,1,8,9,10,9,10,8,7,8,0,6
238,0,246,0,0.46,1,25,2,1,6,6,7,,,5,7,3,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,0,7,9,9,9,10,6,7,8,0,6
238,0,247,0,-0.14,0,25,4,1,6,7,7,6,5,3,6,5,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,0,5,8,8,5,7,5,6,6,0,6
238,0,248,0,0.14,0,27,6,0,6,8,7,7,6,3,7,5,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,1,9,8,9,8,9,7,8,7,0,6
238,0,249,0,0.2,0,33,6,1,9,9,8,9,8,9,9,8,1,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,0,6,8,9,8,10,6,7,6,0,6
238,0,250,1,0.81,0,25,6,1,8,8,8,9,7,8,8,9,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,1,9,8,9,9,10,10,9,8,0,6
238,0,251,0,0.03,0,33,6,0,5,8,7,4,8,8,5,6,2,27,Arts Administration,15,Swarthmore College,2,3,5,manage a museum or art gallery,0,6,8,8,6,7,6,6,6,0,6
239,0,243,0,0.28,1,27,2,0,6,9,7,6,9,,6,6,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,1,7,9,9,6,6,8,8,,0,7
239,0,244,0,0.66,1,28,2,0,6,8,9,3,6,3,3,2,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,0,7,6,6,7,8,7,6,2,0,7
239,0,245,1,0.54,1,32,2,1,6,8,8,6,5,3,7,,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,1,7,6,9,8,7,7,8,6,0,7
239,0,246,0,0.52,1,25,2,1,5,5,6,5,,6,6,5,,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,0,5,9,7,7,5,6,7,6,0,7
239,0,247,0,0.02,0,25,4,1,5,8,6,5,4,7,7,7,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,0,6,8,8,5,6,7,6,7,0,7
239,0,248,0,0.15,0,27,6,0,6,7,8,6,3,4,6,4,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,1,8,8,7,8,9,6,8,4,0,7
239,0,249,0,0.32,0,33,6,0,6,7,6,5,5,5,6,4,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,0,6,8,8,6,8,5,6,7,0,7
239,0,250,0,0.6,0,25,6,0,5,8,7,6,6,5,5,9,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,1,7,8,9,7,8,7,7,5,0,7
239,0,251,0,0.37,0,33,6,0,7,8,8,6,6,,7,6,2,34,Conservation biology,10,Columbia College,2,6,6,Conservation training and education,0,5,7,8,6,6,7,6,6,0,7
240,0,243,0,0.09,0,27,2,0,7,7,7,9,9,,7,7,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,1,7,7,7,7,5,7,7,4,0,6
240,0,244,0,-0.31,0,28,2,0,8,6,8,10,9,2,3,3,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,1,7,7,6,6,5,5,6,6,0,6
240,0,245,0,0.18,0,32,2,1,8,7,8,7,7,4,8,3,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,0,5,7,6,5,6,3,6,4,0,6
240,0,246,0,-0.25,0,25,2,1,5,7,7,7,5,5,7,6,,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,0,4,4,4,5,5,4,5,2,0,6
240,0,247,0,-0.06,1,25,4,1,6,6,4,8,3,4,7,7,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,0,4,5,5,4,7,3,4,2,0,6
240,0,248,0,0.09,0,27,6,1,6,7,7,8,7,5,7,6,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,0,5,4,5,7,6,5,6,4,0,6
240,0,249,0,-0.18,0,33,6,1,8,9,8,10,9,10,9,6,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,0,5,5,6,5,7,6,6,3,0,6
240,0,250,1,-0.38,0,25,6,1,6,7,7,8,9,7,7,10,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,1,7,5,5,6,5,7,6,5,0,6
240,0,251,0,0.28,0,33,6,0,7,8,7,5,8,,5,6,2,26,MBA,8,SUNY Binghamton,4,1,1,Entertainment/Media,0,5,5,5,4,4,3,5,2,0,6
241,0,243,1,0.51,0,27,2,1,7,7,6,8,,,7,7,2,29,Business,8,Barnard College,4,1,1,president,1,5,6,8,7,6,6,7,7,0,7
241,0,244,0,0,0,28,2,1,8,9,9,9,9,7,7,5,2,29,Business,8,Barnard College,4,1,1,president,0,5,7,8,6,7,5,6,6,0,7
241,0,245,0,0.11,0,32,2,1,9,8,7,7,6,4,8,4,2,29,Business,8,Barnard College,4,1,1,president,0,4,7,10,7,8,5,6,4,0,7
241,0,246,0,0.14,0,25,2,1,8,5,6,7,,5,5,5,2,29,Business,8,Barnard College,4,1,1,president,0,4,9,8,6,6,4,6,5,0,7
241,0,247,0,-0.15,1,25,4,1,5,6,5,5,4,3,5,6,2,29,Business,8,Barnard College,4,1,1,president,0,5,10,10,9,6,7,8,6,0,7
241,0,248,1,0.17,0,27,6,1,6,7,7,8,7,5,7,6,2,29,Business,8,Barnard College,4,1,1,president,1,10,6,8,9,7,5,7,6,0,7
241,0,249,0,0.19,0,33,6,1,2,9,7,9,9,9,8,7,2,29,Business,8,Barnard College,4,1,1,president,0,5,8,9,6,10,5,6,6,0,7
241,0,250,1,0.76,0,25,6,1,8,10,8,8,8,8,8,9,2,29,Business,8,Barnard College,4,1,1,president,1,8,6,10,9,10,9,8,7,0,7
241,0,251,0,-0.01,0,33,6,0,7,8,7,6,7,,7,5,2,29,Business,8,Barnard College,4,1,1,president,0,7,7,9,6,8,5,6,4,0,7
242,0,243,1,0.31,0,27,2,1,7,8,8,8,7,7,8,7,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,1,4,6,7,3,2,7,6,5,0,2
242,0,244,0,0.19,0,28,2,0,8,5,7,5,3,1,4,2,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,1,3,6,6,5,9,5,7,5,0,2
242,0,245,0,0.73,0,32,2,0,9,8,8,7,7,6,7,2,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,0,3,2,6,2,2,7,3,4,0,2
242,0,246,1,0.33,0,25,2,1,8,7,7,7,5,,7,5,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,1,4,8,8,6,,,6,6,0,2
242,0,247,0,-0.01,0,25,4,1,8,6,6,6,3,5,7,5,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,0,1,7,6,2,2,3,2,3,0,2
242,0,248,1,0.16,0,27,6,1,8,7,7,6,6,5,8,5,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,1,5,3,6,7,10,3,7,6,0,2
242,0,249,0,0.27,0,33,6,1,9,8,9,9,7,8,9,7,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,0,3,5,,6,10,,4,5,1,2
242,0,250,1,0.67,0,25,6,1,7,8,7,8,7,8,7,9,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,1,7,7,7,6,9,7,7,6,0,2
242,0,251,1,0.44,0,33,6,1,8,9,8,8,8,8,8,7,2,26,sociology,3,school of social sciences in uruguay,3,3,3,researcher in sociology,1,3,6,7,5,3,7,6,6,0,2
243,1,234,0,0.43,0,22,6,0,4,8,9,7,8,2,5,2,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,1,6,9,7,7,8,,7,7,0,2
243,1,235,1,0.33,1,23,2,1,6,6,6,5,5,5,5,3,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,1,8,8,8,8,,,8,7,0,2
243,1,236,0,0.06,0,24,4,1,6,7,8,6,7,5,7,7,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,0,6,8,8,5,,,6,5,0,2
243,1,237,0,0.38,1,34,2,0,4,2,4,2,1,0,2,0,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,1,7,8,7,8,7,,7,6,0,2
243,1,238,0,0.28,1,27,2,1,8,8,9,8,9,7,7,7,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,0,6,7,6,5,8,,6,5,0,2
243,1,239,0,0.28,1,34,2,1,7,9,9,6,6,8,8,,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,0,6,9,7,6,9,,6,6,0,2
243,1,240,0,0.09,0,26,4,1,7,7,7,7,5,7,7,4,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,0,7,7,7,9,9,,7,7,0,2
243,1,241,1,0.51,0,29,4,1,5,6,8,7,6,6,7,7,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,1,7,7,6,8,,,7,7,0,2
243,1,242,1,0.31,0,26,3,1,4,6,7,3,2,7,6,5,2,27,Japanese Literature,16,Yale University,2,2,3,Professor,1,7,8,8,8,7,7,8,7,0,2
244,1,234,0,0.46,0,22,6,1,7,8,8,7,9,5,7,4,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,0,6,8,9,8,9,3,3,2,0,7
244,1,235,0,0.01,1,23,2,0,6,7,7,6,7,6,6,4,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,1,9,9,7,8,8,5,6,4,0,7
244,1,236,0,0.07,0,24,4,1,7,7,7,9,9,9,8,8,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,0,4,6,7,2,2,1,4,2,0,7
244,1,237,0,0.73,1,34,2,1,7,8,6,6,7,5,6,6,,28,MBA,8,University of Washington,2,8,9,Management Consultant,0,2,6,8,4,3,1,3,7,0,7
244,1,238,1,0.18,1,27,2,1,8,9,9,8,9,8,8,7,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,1,8,8,8,8,9,7,8,5,0,7
244,1,239,0,0.66,1,34,2,0,7,6,6,7,8,7,6,2,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,0,6,8,9,3,6,3,3,2,0,7
244,1,240,0,-0.31,0,26,4,1,7,7,6,6,5,5,6,6,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,0,8,6,8,10,9,2,3,3,0,7
244,1,241,0,0,0,29,4,0,5,7,8,6,7,5,6,6,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,1,8,9,9,9,9,7,7,5,0,7
244,1,242,0,0.19,0,26,3,1,3,6,6,5,9,5,7,5,2,28,MBA,8,University of Washington,2,8,9,Management Consultant,0,8,5,7,5,3,1,4,2,0,7
245,1,234,0,0.05,0,22,6,0,4,6,10,6,6,7,6,2,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),1,8,7,6,6,,5,7,3,0,1
245,1,235,0,0.43,1,23,2,0,2,6,8,4,8,3,3,2,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),0,7,6,6,5,4,4,6,4,0,1
245,1,236,0,0.19,0,24,4,0,4,6,9,3,9,5,7,7,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),1,9,7,8,6,6,5,8,2,0,1
245,1,237,0,0.31,1,34,2,1,6,8,9,8,10,,7,7,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),0,7,8,6,6,,,6,4,0,1
245,1,238,0,0.26,1,27,2,1,8,9,10,9,10,8,7,8,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),0,6,7,6,6,6,4,5,5,0,1
245,1,239,1,0.54,1,34,2,1,7,6,9,8,7,7,8,6,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),1,6,8,8,6,5,3,7,,0,1
245,1,240,0,0.18,0,26,4,0,5,7,6,5,6,3,6,4,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),1,8,7,8,7,7,4,8,3,0,1
245,1,241,0,0.11,0,29,4,0,4,7,10,7,8,5,6,4,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),1,9,8,7,7,6,4,8,4,0,1
245,1,242,0,0.73,0,26,3,0,3,2,6,2,2,7,3,4,2,32,Philosophy,7,Columbia,2,1,6,Academic (Law),0,9,8,8,7,7,6,7,2,0,1
246,1,234,0,0.44,0,22,6,0,4,8,7,5,6,2,4,1,,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,0,3,6,7,,,,5,5,0,2
246,1,235,0,0.44,1,23,2,0,3,7,5,4,4,4,3,2,2,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,1,6,3,5,5,,4,4,3,0,2
246,1,236,0,0.26,0,24,4,0,4,7,5,5,7,7,6,6,2,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,0,2,3,,2,,4,4,3,0,2
246,1,237,0,0.24,1,34,2,0,2,6,5,2,3,2,3,2,,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,0,3,7,7,4,,5,5,3,0,2
246,1,238,0,0.46,1,27,2,0,7,9,9,9,10,6,7,8,2,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,1,6,6,7,,,5,7,3,0,2
246,1,239,0,0.52,1,34,2,0,5,9,7,7,5,6,7,6,2,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,1,5,5,6,5,,6,6,5,,2
246,1,240,0,-0.25,0,26,4,0,4,4,4,5,5,4,5,2,2,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,1,5,7,7,7,5,5,7,6,,2
246,1,241,0,0.14,0,29,4,0,4,9,8,6,6,4,6,5,2,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,1,8,5,6,7,,5,5,5,0,2
246,1,242,1,0.33,0,26,3,1,4,8,8,6,,,6,6,2,25,biotechnology,10,SUNY Stony Brook,2,7,1,scientist,1,8,7,7,7,5,,7,5,0,2
247,1,234,0,-0.2,0,22,6,0,3,7,9,2,9,,,1,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,3,7,5,5,4,4,6,6,0,2
247,1,235,0,-0.63,0,23,2,0,3,8,7,5,5,2,4,3,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,8,7,7,7,2,3,7,6,0,2
247,1,236,0,-0.14,1,24,4,0,3,7,7,4,7,3,6,7,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,0,7,7,5,3,7,3,3,3,0,2
247,1,237,0,0.27,0,34,2,0,6,9,8,6,8,2,5,5,,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,5,6,8,5,6,3,6,6,0,2
247,1,238,0,-0.14,0,27,2,0,5,8,8,5,7,5,6,6,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,6,7,7,6,5,3,6,5,0,2
247,1,239,0,0.02,0,34,2,0,6,8,8,5,6,7,6,7,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,5,8,6,5,4,7,7,7,0,2
247,1,240,0,-0.06,1,26,4,0,4,5,5,4,7,3,4,2,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,6,6,4,8,3,4,7,7,0,2
247,1,241,0,-0.15,1,29,4,0,5,10,10,9,6,7,8,6,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,5,6,5,5,4,3,5,6,0,2
247,1,242,0,-0.01,0,26,3,0,1,7,6,2,2,3,2,3,2,25,Earth and Environmental Science,10,"Fudan University, Shanghai, China",4,1,1,Naturalist,1,8,6,6,6,3,5,7,5,0,2
248,1,234,0,0.23,1,22,6,0,5,6,6,8,6,2,6,3,2,27,Business,8,Cornell,6,1,1,Trader,0,5,7,8,6,7,3,7,4,0,7
248,1,235,1,0.04,0,23,2,1,7,6,6,8,7,7,7,4,2,27,Business,8,Cornell,6,1,1,Trader,1,7,8,6,8,6,4,8,6,0,7
248,1,236,0,-0.03,0,24,4,1,7,5,6,8,9,6,7,7,2,27,Business,8,Cornell,6,1,1,Trader,0,6,6,9,6,7,4,6,4,0,7
248,1,237,0,0.15,0,34,2,1,7,8,7,6,6,8,7,6,2,27,Business,8,Cornell,6,1,1,Trader,0,6,7,7,6,6,3,6,4,0,7
248,1,238,0,0.14,0,27,2,1,9,8,9,8,9,7,8,7,2,27,Business,8,Cornell,6,1,1,Trader,0,6,8,7,7,6,3,7,5,0,7
248,1,239,0,0.15,0,34,2,1,8,8,7,8,9,6,8,4,2,27,Business,8,Cornell,6,1,1,Trader,0,6,7,8,6,3,4,6,4,0,7
248,1,240,0,0.09,0,26,4,0,5,4,5,7,6,5,6,4,2,27,Business,8,Cornell,6,1,1,Trader,1,6,7,7,8,7,5,7,6,0,7
248,1,241,1,0.17,0,29,4,1,10,6,8,9,7,5,7,6,2,27,Business,8,Cornell,6,1,1,Trader,1,6,7,7,8,7,5,7,6,0,7
248,1,242,1,0.16,0,26,3,1,5,3,6,7,10,3,7,6,2,27,Business,8,Cornell,6,1,1,Trader,1,8,7,7,6,6,5,8,5,0,7
249,1,234,0,0.3,1,22,6,0,4,8,7,8,9,8,7,5,2,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,1,9,9,8,9,7,9,9,8,0,7
249,1,235,0,0.31,0,23,2,0,2,5,5,2,5,2,2,2,2,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,1,9,8,9,9,6,7,9,8,0,7
249,1,236,0,0.47,0,24,4,0,4,7,7,5,9,4,5,6,2,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,0,9,9,9,6,7,5,7,6,0,7
249,1,237,0,-0.09,0,34,2,0,3,7,8,4,3,2,2,0,,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,0,6,9,8,7,8,6,2,6,0,7
249,1,238,0,0.2,0,27,2,0,6,8,9,8,10,6,7,6,2,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,1,9,9,8,9,8,9,9,8,1,7
249,1,239,0,0.32,0,34,2,0,6,8,8,6,8,5,6,7,2,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,0,6,7,6,5,5,5,6,4,0,7
249,1,240,0,-0.18,0,26,4,0,5,5,6,5,7,6,6,3,2,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,1,8,9,8,10,9,10,9,6,0,7
249,1,241,0,0.19,0,29,4,0,5,8,9,6,10,5,6,6,2,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,1,2,9,7,9,9,9,8,7,0,7
249,1,242,0,0.27,0,26,3,0,3,5,,6,10,,4,5,1,33,Finance,8,Universidad Catolica de Chile,6,2,7,Wall Street Economist,1,9,8,9,9,7,8,9,7,0,7
250,1,234,0,0.66,1,22,6,1,7,5,8,5,8,7,5,3,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",0,5,10,6,7,7,4,5,6,0,2
250,1,235,0,0.65,0,23,2,0,3,7,7,6,9,5,5,4,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",1,9,10,7,9,7,7,9,9,0,2
250,1,236,0,0.39,0,24,4,1,7,6,7,6,7,8,7,8,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",0,3,8,5,4,4,4,4,6,0,2
250,1,237,1,0.6,0,34,2,1,6,8,10,8,10,9,8,9,,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",1,6,10,8,7,7,6,6,9,0,2
250,1,238,1,0.81,0,27,2,1,9,8,9,9,10,10,9,8,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",1,8,8,8,9,7,8,8,9,0,2
250,1,239,0,0.6,0,34,2,1,7,8,9,7,8,7,7,5,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",0,5,8,7,6,6,5,5,9,0,2
250,1,240,1,-0.38,0,26,4,1,7,5,5,6,5,7,6,5,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",1,6,7,7,8,9,7,7,10,0,2
250,1,241,1,0.76,0,29,4,1,8,6,10,9,10,9,8,7,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",1,8,10,8,8,8,8,8,9,0,2
250,1,242,1,0.67,0,26,3,1,7,7,7,6,9,7,7,6,2,25,Classics,6,Amherst College,6,1,1,"professor, poet/critic",1,7,8,7,8,7,8,7,9,0,2
251,1,234,0,-0.12,1,22,6,1,5,8,7,4,,5,6,4,2,33,Philosophy (Ph.D.),7,Hebrew University,6,2,2,Am not sure,0,8,8,8,6,9,,7,4,0,10
251,1,235,0,0.11,0,23,2,0,5,9,8,7,8,5,5,6,2,33,Philosophy (Ph.D.),7,Hebrew University,6,2,2,Am not sure,1,8,9,8,8,8,,8,8,0,10
251,1,236,0,0.39,0,24,4,0,5,6,6,7,5,5,7,7,2,33,Philosophy (Ph.D.),7,Hebrew University,6,2,2,Am not sure,0,4,8,7,3,8,,3,6,0,10
251,1,237,0,0.14,0,34,2,0,2,10,10,5,,,5,4,,33,Philosophy (Ph.D.),7,Hebrew University,6,2,2,Am not sure,0,6,8,8,6,,,6,6,0,10
